32.389, -26.48, -0.8402104615162878, 8.682708661417323, 0.9496571611376357
30.899, -25.145, -0.8013147533756132, 8.682708661417323, 0.2764560338419308
29.463, -23.754, -0.7524896941627025, 8.51659842519685, -0.5605077034451179
28.097, -22.295, -0.6866088944074895, 8.329133858267717, -1.634760892434745
26.829, -20.748, -0.6018751874772111, 8.329133858267717, -2.9899894533015514
25.697, -19.1, -0.5185251891478043, 8.130330708661418, -4.141413383474624
24.707, -17.365, -0.4228995673926081, 7.938047244094488, -5.269200244814264
23.887, -15.543, -0.3146247842702105, 7.776377952755905, -6.296316609021526
23.269, -13.644, -0.19857387823619793, 7.670456692913386, -7.0831955141973335
22.875, -11.686, -0.0786526705360271, 7.637858267716536, -7.55043432111176
22.718, -9.694, 0.04003868112381714, 7.682173228346456, -7.662913156221358
22.798, -7.697, 0.15166043475747676, 7.791590551181102, -7.439828733991692
23.1, -5.721, 0.2589272974792699, 8.120125984251969, -7.056646882716859
23.612, -3.788, 0.34595085979767204, 8.297763779527559, -6.391282996531303
24.29, -1.907, 0.4209156347149674, 8.466047244094488, -5.640547605383091
25.107, -0.082, 0.48489720645765816, 8.618456692913385, -4.8746989626226105
26.039, 1.687, 0.5393046735306495, 8.752818897637795, -4.136501134093477
27.066, 3.403, 0.5842578221620768, 8.869795275590551, -3.473190976932564
28.169, 5.071, 0.6230978186856984, 8.970992125984251, -2.8613845913462312
29.336, 6.695, 0.6560004578126473, 9.059055118110235, -2.3181784322817136
30.556, 8.28, 0.6834078603709467, 9.059055118110235, -1.8349071844233715
31.819, 9.831, 0.7046655744835083, 9.136346456692912, -1.4694332520437565
33.114, 11.354, 0.721369616980707, 9.205228346456693, -1.1754221242698066
34.435, 12.856, 0.7348218626290643, 9.268062992125984, -0.9358279781271179
35.776, 14.34, 0.744373776742923, 9.326929133858266, -0.7644175618970329
37.131, 15.811, 0.7510996276984313, 9.088346456692914, -0.6228930444256492
38.496, 17.273, 0.7539264215861922, 8.835307086614174, -0.5557630729915247
39.865, 18.731, 0.7539264215861934, 8.5748031496063, -0.5393767191117012
41.234, 20.189, 0.7496864335360468, 8.306173228346456, -0.5926724665216477
42.597, 21.653, 0.7422543933033848, 8.028472440944881, -0.69184764278541
43.949, 23.127, 0.7291345473599427, 7.7408503937007875, -0.8695123241527041
45.281, 24.618, 0.7114460683522934, 7.442173228346457, -1.0966017835285586
46.587, 26.133, 0.6873125116595001, 7.130929133858267, -1.3898457956147177
47.856, 27.679, 0.6567016621194318, 6.805511811023623, -1.732435467054536
49.077, 29.263, 0.615888794977023, 6.463748031496063, -2.1502817275884225
50.232, 30.895, 0.5570617522691228, 6.102803149606299, -2.6921087025802377
51.289, 32.592, 0.4848972064576554, 5.719275590551181, -3.234888539979248
52.221, 34.361, 0.39128763053078, 5.308251968503937, -3.767826485861354
52.983, 36.208, 0.2721795318696544, 4.862740157480315, -4.1650106560848
